"Theta [deg]","dB(RealizedGainTotal) [] - Freq='0.5GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='0.6GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='0.7GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='0.8GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='0.9GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='1GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='1.1GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='1.2GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='1.3GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='1.4GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='1.5GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='1.6GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='1.7GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='1.8GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='1.9GHz' Phi='0deg'","dB(RealizedGainTotal) [] - Freq='2GHz' Phi='0deg'"
-108,,,,,,,,,,,,,,,,
-106,,,,,,,,,,,,,,,,
-104,,,,,,,,,,,,,,,,
-102,,,,,,,,,,,,,,,,
-100,,,,,,,,,,,,,,,,
-98,,,,,,,,,,,,,,,,
-96,,,,,,,,,,,,,,,,
-94,,,,,,,,,,,,,,,,
-92,,,,,,,,,,,,,,,,
-90,,,,,,,,,,,,,,,,
-88,,,,,,,,,,,,,,,,
-86,,,,,,,,,,,,,,,,
-84,,,,,,,,,,,,,,,,
-82,,,,,,,,,,,,,,,,
-80,,,,,,,,,,,,,,,,
-78,,,,,,,,,,,,,,,,
-76,,,,,,,,,,,,,,,,
-74,,,,,,,,,,,,,,,,
-72,,,,,,,,,,,,,,,,
-70,,,,,,,,,,,,,,,,
-68,,,,,,,,,,,,,,,,
-66,,,,,,,,,,,,,,,,
-64,,,,,,,,,,,,,,,,
-62,,,,,,,,,,,,,,,,
-60,,,,,,,,,,,,,,,,
-58,,,,,,,,,,,,,,,,
-56,,,,,,,,,,,,,,,,
-54,,,,,,,,,,,,,,,,
-52,,,,,,,,,,,,,,,,
-50,,,,,,,,,,,,,,,,
-48,,,,,,,,,,,,,,,,
-46,,,,,,,,,,,,,,,,
-44,,,,,,,,,,,,,,,,
-42,,,,,,,,,,,,,,,,
-40,,,,,,,,,,,,,,,,
-38,,,,,,,,,,,,,,,,
-36,,,,,,,,,,,,,,,,
-34,,,,,,,,,,,,,,,,
-32,,,,,,,,,,,,,,,,
-30,,,,,,,,,,,,,,,,
-28,,,,,,,,,,,,,,,,
-26,,,,,,,,,,,,,,,,
-24,,,,,,,,,,,,,,,,
-22,,,,,,,,,,,,,,,,
-20,,,,,,,,,,,,,,,,
-18,,,,,,,,,,,,,,,,
-16,,,,,,,,,,,,,,,,
-14,,,,,,,,,,,,,,,,
-12,,,,,,,,,,,,,,,,
-10,,,,,,,,,,,,,,,,
-8,,,,,,,,,,,,,,,,
-6,,,,,,,,,,,,,,,,
-4,,,,,,,,,,,,,,,,
-2,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,
138,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,,
146,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,,
158,,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,,,
162,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,
166,,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,
-180,,,,,,,,,,,,,,,,
-178,,,,,,,,,,,,,,,,
-176,,,,,,,,,,,,,,,,
-174,,,,,,,,,,,,,,,,
-172,,,,,,,,,,,,,,,,
-170,,,,,,,,,,,,,,,,
-168,,,,,,,,,,,,,,,,
-166,,,,,,,,,,,,,,,,
-164,,,,,,,,,,,,,,,,
-162,,,,,,,,,,,,,,,,
-160,,,,,,,,,,,,,,,,
-158,,,,,,,,,,,,,,,,
-156,,,,,,,,,,,,,,,,
-154,,,,,,,,,,,,,,,,
-152,,,,,,,,,,,,,,,,
-150,,,,,,,,,,,,,,,,
-148,,,,,,,,,,,,,,,,
-146,,,,,,,,,,,,,,,,
-144,,,,,,,,,,,,,,,,
-142,,,,,,,,,,,,,,,,
-140,,,,,,,,,,,,,,,,
-138,,,,,,,,,,,,,,,,
-136,,,,,,,,,,,,,,,,
-134,,,,,,,,,,,,,,,,
-132,,,,,,,,,,,,,,,,
-130,,,,,,,,,,,,,,,,
-128,,,,,,,,,,,,,,,,
-126,,,,,,,,,,,,,,,,
-124,,,,,,,,,,,,,,,,
-122,,,,,,,,,,,,,,,,
-120,,,,,,,,,,,,,,,,
-118,,,,,,,,,,,,,,,,
-116,,,,,,,,,,,,,,,,
-114,,,,,,,,,,,,,,,,
-112,,,,,,,,,,,,,,,,
-110,,,,,,,,,,,,,,,,
-108,,,,,,,,,,,,,,,,
-106,,,,,,,,,,,,,,,,
-104,,,,,,,,,,,,,,,,
-102,,,,,,,,,,,,,,,,
-100,,,,,,,,,,,,,,,,
-98,,,,,,,,,,,,,,,,
-96,,,,,,,,,,,,,,,,
-94,,,,,,,,,,,,,,,,
-92,,,,,,,,,,,,,,,,
-90,,,,,,,,,,,,,,,,
-88,,,,,,,,,,,,,,,,
-86,,,,,,,,,,,,,,,,
-84,,,,,,,,,,,,,,,,
-82,,,,,,,,,,,,,,,,
-80,,,,,,,,,,,,,,,,
-78,,,,,,,,,,,,,,,,
-76,,,,,,,,,,,,,,,,
-74,,,,,,,,,,,,,,,,
-72,,,,,,,,,,,,,,,,
-70,,,,,,,,,,,,,,,,
-68,,,,,,,,,,,,,,,,
-66,,,,,,,,,,,,,,,,
-64,,,,,,,,,,,,,,,,
-62,,,,,,,,,,,,,,,,
-60,,,,,,,,,,,,,,,,
-58,,,,,,,,,,,,,,,,
-56,,,,,,,,,,,,,,,,
-54,,,,,,,,,,,,,,,,
-52,,,,,,,,,,,,,,,,
-50,,,,,,,,,,,,,,,,
-48,,,,,,,,,,,,,,,,
-46,,,,,,,,,,,,,,,,
-44,,,,,,,,,,,,,,,,
-42,,,,,,,,,,,,,,,,
-40,,,,,,,,,,,,,,,,
-38,,,,,,,,,,,,,,,,
-36,,,,,,,,,,,,,,,,
-34,,,,,,,,,,,,,,,,
-32,,,,,,,,,,,,,,,,
-30,,,,,,,,,,,,,,,,
-28,,,,,,,,,,,,,,,,
-26,,,,,,,,,,,,,,,,
-24,,,,,,,,,,,,,,,,
-22,,,,,,,,,,,,,,,,
-20,,,,,,,,,,,,,,,,
-18,,,,,,,,,,,,,,,,
-16,,,,,,,,,,,,,,,,
-14,,,,,,,,,,,,,,,,
-12,,,,,,,,,,,,,,,,
-10,,,,,,,,,,,,,,,,
-8,,,,,,,,,,,,,,,,
-6,,,,,,,,,,,,,,,,
-4,,,,,,,,,,,,,,,,
-2,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,
138,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,,
146,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,,
158,,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,,,
162,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,
166,,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,
-180,,,,,,,,,,,,,,,,
-178,,,,,,,,,,,,,,,,
-176,,,,,,,,,,,,,,,,
-174,,,,,,,,,,,,,,,,
-172,,,,,,,,,,,,,,,,
-170,,,,,,,,,,,,,,,,
-168,,,,,,,,,,,,,,,,
-166,,,,,,,,,,,,,,,,
-164,,,,,,,,,,,,,,,,
-162,,,,,,,,,,,,,,,,
-160,,,,,,,,,,,,,,,,
-158,,,,,,,,,,,,,,,,
-156,,,,,,,,,,,,,,,,
-154,,,,,,,,,,,,,,,,
-152,,,,,,,,,,,,,,,,
-150,,,,,,,,,,,,,,,,
-148,,,,,,,,,,,,,,,,
-146,,,,,,,,,,,,,,,,
-144,,,,,,,,,,,,,,,,
-142,,,,,,,,,,,,,,,,
-140,,,,,,,,,,,,,,,,
-138,,,,,,,,,,,,,,,,
-136,,,,,,,,,,,,,,,,
-134,,,,,,,,,,,,,,,,
-132,,,,,,,,,,,,,,,,
-130,,,,,,,,,,,,,,,,
-128,,,,,,,,,,,,,,,,
-126,,,,,,,,,,,,,,,,
-124,,,,,,,,,,,,,,,,
-122,,,,,,,,,,,,,,,,
-120,,,,,,,,,,,,,,,,
-118,,,,,,,,,,,,,,,,
-116,,,,,,,,,,,,,,,,
-114,,,,,,,,,,,,,,,,
-112,,,,,,,,,,,,,,,,
-110,,,,,,,,,,,,,,,,
-108,,,,,,,,,,,,,,,,
-106,,,,,,,,,,,,,,,,
-104,,,,,,,,,,,,,,,,
-102,,,,,,,,,,,,,,,,
-100,,,,,,,,,,,,,,,,
-98,,,,,,,,,,,,,,,,
-96,,,,,,,,,,,,,,,,
-94,,,,,,,,,,,,,,,,
-92,,,,,,,,,,,,,,,,
-90,,,,,,,,,,,,,,,,
-88,,,,,,,,,,,,,,,,
-86,,,,,,,,,,,,,,,,
-84,,,,,,,,,,,,,,,,
-82,,,,,,,,,,,,,,,,
-80,,,,,,,,,,,,,,,,
-78,,,,,,,,,,,,,,,,
-76,,,,,,,,,,,,,,,,
-74,,,,,,,,,,,,,,,,
-72,,,,,,,,,,,,,,,,
-70,,,,,,,,,,,,,,,,
-68,,,,,,,,,,,,,,,,
-66,,,,,,,,,,,,,,,,
-64,,,,,,,,,,,,,,,,
-62,,,,,,,,,,,,,,,,
-60,,,,,,,,,,,,,,,,
-58,,,,,,,,,,,,,,,,
-56,,,,,,,,,,,,,,,,
-54,,,,,,,,,,,,,,,,
-52,,,,,,,,,,,,,,,,
-50,,,,,,,,,,,,,,,,
-48,,,,,,,,,,,,,,,,
-46,,,,,,,,,,,,,,,,
-44,,,,,,,,,,,,,,,,
-42,,,,,,,,,,,,,,,,
-40,,,,,,,,,,,,,,,,
-38,,,,,,,,,,,,,,,,
-36,,,,,,,,,,,,,,,,
-34,,,,,,,,,,,,,,,,
-32,,,,,,,,,,,,,,,,
-30,,,,,,,,,,,,,,,,
-28,,,,,,,,,,,,,,,,
-26,,,,,,,,,,,,,,,,
-24,,,,,,,,,,,,,,,,
-22,,,,,,,,,,,,,,,,
-20,,,,,,,,,,,,,,,,
-18,,,,,,,,,,,,,,,,
-16,,,,,,,,,,,,,,,,
-14,,,,,,,,,,,,,,,,
-12,,,,,,,,,,,,,,,,
-10,,,,,,,,,,,,,,,,
-8,,,,,,,,,,,,,,,,
-6,,,,,,,,,,,,,,,,
-4,,,,,,,,,,,,,,,,
-2,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,
138,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,,
146,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,,
158,,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,,,
162,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,
166,,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,
-180,,,,,,,,,,,,,,,,
-178,,,,,,,,,,,,,,,,
-176,,,,,,,,,,,,,,,,
-174,,,,,,,,,,,,,,,,
-172,,,,,,,,,,,,,,,,
-170,,,,,,,,,,,,,,,,
-168,,,,,,,,,,,,,,,,
-166,,,,,,,,,,,,,,,,
-164,,,,,,,,,,,,,,,,
-162,,,,,,,,,,,,,,,,
-160,,,,,,,,,,,,,,,,
-158,,,,,,,,,,,,,,,,
-156,,,,,,,,,,,,,,,,
-154,,,,,,,,,,,,,,,,
-152,,,,,,,,,,,,,,,,
-150,,,,,,,,,,,,,,,,
-148,,,,,,,,,,,,,,,,
-146,,,,,,,,,,,,,,,,
-144,,,,,,,,,,,,,,,,
-142,,,,,,,,,,,,,,,,
-140,,,,,,,,,,,,,,,,
-138,,,,,,,,,,,,,,,,
-136,,,,,,,,,,,,,,,,
-134,,,,,,,,,,,,,,,,
-132,,,,,,,,,,,,,,,,
-130,,,,,,,,,,,,,,,,
-128,,,,,,,,,,,,,,,,
-126,,,,,,,,,,,,,,,,
-124,,,,,,,,,,,,,,,,
-122,,,,,,,,,,,,,,,,
-120,,,,,,,,,,,,,,,,
-118,,,,,,,,,,,,,,,,
-116,,,,,,,,,,,,,,,,
-114,,,,,,,,,,,,,,,,
-112,,,,,,,,,,,,,,,,
-110,,,,,,,,,,,,,,,,
-108,,,,,,,,,,,,,,,,
-106,,,,,,,,,,,,,,,,
-104,,,,,,,,,,,,,,,,
-102,,,,,,,,,,,,,,,,
-100,,,,,,,,,,,,,,,,
-98,,,,,,,,,,,,,,,,
-96,,,,,,,,,,,,,,,,
-94,,,,,,,,,,,,,,,,
-92,,,,,,,,,,,,,,,,
-90,,,,,,,,,,,,,,,,
-88,,,,,,,,,,,,,,,,
-86,,,,,,,,,,,,,,,,
-84,,,,,,,,,,,,,,,,
-82,,,,,,,,,,,,,,,,
-80,,,,,,,,,,,,,,,,
-78,,,,,,,,,,,,,,,,
-76,,,,,,,,,,,,,,,,
-74,,,,,,,,,,,,,,,,
-72,,,,,,,,,,,,,,,,
-70,,,,,,,,,,,,,,,,
-68,,,,,,,,,,,,,,,,
-66,,,,,,,,,,,,,,,,
-64,,,,,,,,,,,,,,,,
-62,,,,,,,,,,,,,,,,
-60,,,,,,,,,,,,,,,,
-58,,,,,,,,,,,,,,,,
-56,,,,,,,,,,,,,,,,
-54,,,,,,,,,,,,,,,,
-52,,,,,,,,,,,,,,,,
-50,,,,,,,,,,,,,,,,
-48,,,,,,,,,,,,,,,,
-46,,,,,,,,,,,,,,,,
-44,,,,,,,,,,,,,,,,
-42,,,,,,,,,,,,,,,,
-40,,,,,,,,,,,,,,,,
-38,,,,,,,,,,,,,,,,
-36,,,,,,,,,,,,,,,,
-34,,,,,,,,,,,,,,,,
-32,,,,,,,,,,,,,,,,
-30,,,,,,,,,,,,,,,,
-28,,,,,,,,,,,,,,,,
-26,,,,,,,,,,,,,,,,
-24,,,,,,,,,,,,,,,,
-22,,,,,,,,,,,,,,,,
-20,,,,,,,,,,,,,,,,
-18,,,,,,,,,,,,,,,,
-16,,,,,,,,,,,,,,,,
-14,,,,,,,,,,,,,,,,
-12,,,,,,,,,,,,,,,,
-10,,,,,,,,,,,,,,,,
-8,,,,,,,,,,,,,,,,
-6,,,,,,,,,,,,,,,,
-4,,,,,,,,,,,,,,,,
-2,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,
138,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,,
146,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,,
158,,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,,,
162,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,
166,,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,
-180,,,,,,,,,,,,,,,,
-178,,,,,,,,,,,,,,,,
-176,,,,,,,,,,,,,,,,
-174,,,,,,,,,,,,,,,,
-172,,,,,,,,,,,,,,,,
-170,,,,,,,,,,,,,,,,
-168,,,,,,,,,,,,,,,,
-166,,,,,,,,,,,,,,,,
-164,,,,,,,,,,,,,,,,
-162,,,,,,,,,,,,,,,,
-160,,,,,,,,,,,,,,,,
-158,,,,,,,,,,,,,,,,
-156,,,,,,,,,,,,,,,,
-154,,,,,,,,,,,,,,,,
-152,,,,,,,,,,,,,,,,
-150,,,,,,,,,,,,,,,,
-148,,,,,,,,,,,,,,,,
-146,,,,,,,,,,,,,,,,
-144,,,,,,,,,,,,,,,,
-142,,,,,,,,,,,,,,,,
-140,,,,,,,,,,,,,,,,
-138,,,,,,,,,,,,,,,,
-136,,,,,,,,,,,,,,,,
-134,,,,,,,,,,,,,,,,
-132,,,,,,,,,,,,,,,,
-130,,,,,,,,,,,,,,,,
-128,,,,,,,,,,,,,,,,
-126,,,,,,,,,,,,,,,,
-124,,,,,,,,,,,,,,,,
-122,,,,,,,,,,,,,,,,
-120,,,,,,,,,,,,,,,,
-118,,,,,,,,,,,,,,,,
-116,,,,,,,,,,,,,,,,
-114,,,,,,,,,,,,,,,,
-112,,,,,,,,,,,,,,,,
-110,,,,,,,,,,,,,,,,
-108,,,,,,,,,,,,,,,,
